lexicon,mps,neighbors,avg_lev,num_words,avg_cluster,transitivity,big_com
535,16332,20320,4.97524203438,6197,0.283056410307,0.335430186592,0.0335646280458
536,16224,20182,4.97411584126,6197,0.27867603722,0.330118194623,0.0335646280458
537,16304,20236,4.97457312119,6197,0.276596531475,0.335306462896,0.0329191544296
538,16539,20486,4.97360902571,6197,0.286395064699,0.330366003731,0.0334032596418
539,16362,20333,4.97504993409,6197,0.272864199475,0.335762203729,0.0306599967726
540,16218,20198,4.97680232829,6197,0.279441416449,0.332011233826,0.0309827335808
541,16252,20262,4.97424574856,6197,0.277863648874,0.331108316623,0.0322736808133
542,16366,20358,4.9741570949,6197,0.274219948152,0.331011770324,0.0308213651767
543,16009,20000,4.97565613341,6197,0.278412705628,0.329641353905,0.031466838793
544,16720,20800,4.973000222,6197,0.278673541934,0.332369301366,0.0288849443279
545,16446,20388,4.97528136076,6197,0.280106292622,0.333974556618,0.031628207197
546,16565,20457,4.97068329883,6197,0.290028013721,0.33367539309,0.0313054703889
547,16460,20509,4.9717350062,6197,0.273563424317,0.330448473599,0.0324350492174
548,16164,20157,4.97490200437,6197,0.281424775713,0.329586069747,0.0298531547523
549,16263,20155,4.97820521248,6197,0.277785504476,0.332735435308,0.0330805228336
550,15811,19769,4.97808759794,6197,0.281827248604,0.330596402719,0.0351783120865
551,16414,20480,4.96999901971,6197,0.272330203693,0.33204075903,0.0309827335808
552,16418,20441,4.97584135809,6197,0.283148000979,0.333640960059,0.0304986283686
553,15868,19879,4.97260414539,6197,0.27725740649,0.328734496569,0.0324350492174
554,16201,20091,4.97073054258,6197,0.27930967435,0.332690032995,0.0334032596418
555,16544,20395,4.97833616153,6197,0.282654586021,0.333242553191,0.0322736808133
556,16224,20185,4.97312710819,6197,0.279728677293,0.334430632554,0.0303372599645
557,16514,20560,4.9708939945,6197,0.276897638623,0.339986040509,0.0346942068743
558,16033,20061,4.97426481274,6197,0.282731728001,0.328650901638,0.0319509440052
559,16325,20264,4.97258044538,6197,0.275763215052,0.329515460675,0.0335646280458
560,16520,20520,4.96907456314,6197,0.280335418308,0.330931004633,0.0327577860255
561,16352,20331,4.97426762549,6197,0.281539175623,0.335334605356,0.0330805228336
562,16641,20652,4.97104145543,6197,0.280865429584,0.3279491899,0.0317895756011
563,16384,20415,4.97444201587,6197,0.277861929713,0.330011363751,0.0330805228336
564,16312,20340,4.97283525953,6197,0.278338699958,0.332235479536,0.0346942068743
565,16408,20386,4.97048036426,6197,0.274706093477,0.327167053916,0.033887364854
566,16031,20018,4.97771141891,6197,0.279994696295,0.325115798339,0.0325964176214
567,16029,20026,4.97689441975,6197,0.273951817733,0.332942193676,0.0325964176214
568,16367,20259,4.97943688365,6197,0.280569732505,0.333001869592,0.034048733258
569,16196,20141,4.97347948303,6197,0.274506845816,0.333272548986,0.033887364854
570,16123,20069,4.97697025977,6197,0.280031046346,0.335328074889,0.033887364854
571,15754,19687,4.97330764496,6197,0.281087770337,0.327146864437,0.029046312732
572,16226,20225,4.97308189587,6197,0.275876807613,0.333416824341,0.0356624172987
573,16491,20436,4.97634864243,6197,0.280505179469,0.331606097682,0.0327577860255
574,16225,20183,4.97266701552,6197,0.277233274519,0.332491177824,0.0332418912377
575,16320,20237,4.97554898854,6197,0.281254781299,0.331474911303,0.0332418912377
